,PDB code,Resolution (A),Bnet
73821,6UZN,2.22,1.273533443
73822,1XZW,2.5,1.273510885
73823,3POV,2.5,1.273499639
73824,2HI1,2.3,1.27347495
73825,4JJ0,1.8,1.273453201
73826,1XKL,2,1.273442533
73827,5MVJ,2.5,1.273435093
73828,4AAL,1.84,1.273429839
73829,7WOJ,2.89,1.273428484
73830,8POZ,1.65,1.273404542
73831,3P2T,1.7,1.273360747
73832,1P4O,1.5,1.273357533
73833,6ICH,2,1.273334606
73834,5V3S,1.8,1.273332184
73835,4OT1,2.11,1.273322775
73836,5FOQ,2.3,1.27331019
73837,5ONX,1.6,1.273302002
73838,6ENG,2.3,1.273297556
73839,8Q2R,1.6,1.273293865
73840,2YBD,2,1.273292314
73841,1H2E,1.69,1.273280217
73842,4ECH,2.4,1.273266229
73843,8QNG,2.2,1.2732619
73844,6WIF,2.15,1.273260354
73845,6J2E,2.1,1.273257097
73846,6CQ0,3.19,1.273226624
73847,4Z28,1.66,1.273209888
73848,4MP0,2.1,1.273171052
73849,8DC9,2.47,1.273120984
73850,6QN0,1.89,1.273104999
73851,1W73,2.1,1.273071053
73852,2CQT,2.1,1.273069848
73853,3VB3,2.2,1.273066781
73854,8RJ5,3.02,1.27305387
73855,3FF5,1.8,1.273034517
73856,4F87,1.4,1.273029277
73857,1X8T,1.9,1.273015701
73858,7ER3,2.6,1.273012575
73859,7BR4,1.95,1.273010495
73860,7AG0,3.1,1.272991814
73861,7DYJ,2.4,1.272988149
73862,6JG6,1.55,1.272986208
73863,4Y16,2.6,1.272957322
73864,3G2U,2.3,1.272952236
73865,7FGQ,1.91,1.272940737
73866,5UU8,2.5,1.272935928
73867,3VGU,2.3,1.272935117
73868,4TTG,1.6,1.272924895
73869,6TA2,1.68,1.272911555
73870,3FUC,1.45,1.272907526
73871,3HLZ,1.5,1.272895453
73872,7DKR,2.38,1.272884602
73873,4CSA,2.28,1.272881546
73874,4LAB,2.5,1.272862932
73875,1F2L,2,1.272861789
73876,6G4Z,2.84,1.272852084
73877,2XI9,1.9,1.272851474
73878,5TYR,1.8,1.272847032
73879,5I6W,1.9,1.272836616
73880,6SJC,2.23,1.272834543
73881,5WYF,2.12,1.272827109
73882,5K25,3.05,1.272825967
73883,2Z2U,2.4,1.272822885
73884,6V5T,2.1,1.272822632
73885,9EM5,1.6,1.272822513
73886,5UO1,1.9,1.272814215
73887,2DEP,1.8,1.2727866
73888,4U2Y,2.48,1.272783408
73889,6RA4,1.9,1.272778197
73890,2V4A,1.93,1.272770258
73891,5XSE,1.8,1.272764225
73892,5K3M,2.89,1.27276339
73893,4GEI,1.5,1.272754803
73894,2H6Z,2.25,1.272731921
73895,5FJV,3.2,1.272726376
73896,8AIO,1.52,1.272723785
73897,2QJC,2.05,1.27269669
73898,2GGX,1.9,1.272662584
73899,2JK9,1.79,1.272653148
73900,6PLM,2.59,1.272652481
73901,6NG3,2.88,1.272650386
73902,3M1A,2,1.27263718
73903,4X36,2.1,1.27260731
73904,6EJ9,2.02,1.272597179
73905,3VU5,2.09,1.272590722
73906,7GLE,1.98,1.27257582
73907,5NIS,3.15,1.272571957
73908,2Y82,2.2,1.27254977
73909,2CDA,2.28,1.272537416
73910,1VR8,1.75,1.272535794
73911,6TRH,1.86,1.272522355
73912,4XRU,3.41,1.27249752
73913,5N8V,1.55,1.272496452
73914,3VYU,2.75,1.272492318
73915,3QW8,1.6,1.272489327
73916,8UF6,2.9,1.272482749
73917,5HN6,2.5,1.272479726
73918,3G36,1.2,1.272468329
73919,7TAY,2.95,1.272465048
73920,3NN3,2.6,1.272464673
73921,9CQI,1.94,1.272463922
73922,8V7I,1.72,1.272462633
73923,5MEA,2.15,1.272455116
73924,5UDG,2.5,1.27244831
73925,2R3G,1.55,1.272438529
73926,7DSR,2.5,1.272435069
73927,4JMB,1.3,1.272427209
73928,6LY6,2.5,1.272412555
73929,4QAP,1.9,1.272404517
73930,4K5O,1.9,1.272403344
73931,7ZBR,3,1.272402629
73932,6DEP,2.15,1.272397163
73933,4U7V,1.38,1.272395346
73934,2X9D,2.34,1.272364705
73935,2O57,1.95,1.272363082
73936,3OD0,2.9,1.272359977
73937,2R2X,2.4,1.27235444
73938,7TWO,0.9,1.272352432
73939,7NN8,2.27,1.272338925
73940,3JPR,2.1,1.27233033
73941,4EOQ,2.15,1.272315829
73942,7UVO,2.09,1.27229665
73943,1Y62,2.45,1.272296451
73944,2PWY,1.7,1.272284386
73945,5ZUU,1.95,1.272262025
73946,9DL4,1.8,1.272259322
73947,4L4F,1.29,1.272237458
73948,2EW6,2.2,1.272225052
73949,1L0X,2.8,1.272202461
73950,7TDS,2.2,1.272153441
73951,5CJN,2.19,1.272143495
73952,9DKI,3,1.272141982
73953,6YR6,1.75,1.272141699
73954,6PVS,2.58,1.272121314
73955,4ART,2.15,1.272119377
73956,4PUC,2,1.272104489
73957,5CY7,2.4,1.272095142
73958,7L25,1.85,1.272085915
73959,5KKP,2.26,1.272072901
73960,5JU5,2.5,1.272060868
73961,5F78,1.85,1.272057931
73962,7W2C,3.34,1.272050201
73963,7GFB,1.61,1.272046284
73964,2BTO,2.5,1.272021756
73965,1O9L,2.4,1.27201792
73966,5ZYM,1.9,1.27201135
73967,7TN3,2.9,1.272001203
73968,4PF6,1.75,1.271997107
73969,1T3F,2,1.271993767
73970,5QEY,1.77,1.271984314
73971,2W6T,2.9,1.271984309
73972,1DZH,2.85,1.27198001
73973,1OL7,2.75,1.271965093
73974,2VVF,2.5,1.271963156
73975,8Y7F,2.95,1.271943305
73976,3MV2,2.9,1.271942777
73977,4R12,1.95,1.271937778
73978,8WYW,1.9,1.271935966
73979,3VN4,2.8,1.271924188
73980,7G5A,1.67,1.271923341
73981,3Q2H,2.33,1.271920144
73982,2DPT,2.75,1.2719195
73983,1A4K,2.4,1.271902807
73984,4CUU,1.8,1.271900213
73985,4IUC,1.45,1.271893979
73986,2EWB,1.85,1.271891553
73987,5IOT,2,1.271884707
73988,6LGH,1.7,1.271868245
73989,6AVT,2.6,1.27186204
73990,7FP9,1.9,1.271860621
73991,8Q6Z,1.96,1.271858396
73992,4MMV,2.81,1.271845712
73993,6EI8,2.25,1.271837432
73994,7WAK,2.78,1.271828266
73995,2CY5,1.9,1.271828011
73996,4FLM,2.41,1.271824076
73997,5NMT,2.3,1.271798842
73998,4KO5,1.79,1.271797154
73999,4U1N,1.77,1.271793297
74000,6S22,1.96,1.271791742
74001,6PN3,1.8,1.271791446
74002,2QMR,3,1.271786115
74003,6K5K,2.1,1.271778242
74004,6Y9D,1.97,1.27177421
74005,3ETJ,1.6,1.271761579
74006,5U63,1.99,1.27175623
74007,2F6K,2.5,1.271752349
74008,7X66,2.4,1.27174819
74009,5K8C,1.85,1.271725875
74010,7ATX,1.79,1.271718912
74011,9VF7,2.4,1.271705532
74012,3D85,1.9,1.271701076
74013,4Y1Y,1.86,1.271689933
74014,3T0B,2.4,1.271673138
74015,3V47,2.47,1.271646173
74016,7OM6,2.18,1.271634507
74017,5IIQ,3.03,1.271615987
74018,6QGN,2.1,1.271611664
74019,6ST5,2.82,1.271590557
74020,3AT7,2.1,1.271566691
74021,3GZC,2.1,1.271554673
74022,7X36,1.92,1.271542898
74023,4BF2,2.11,1.27154222
74024,4YRI,2,1.271539173
74025,6IMB,1.55,1.27152736
74026,5J6N,1.9,1.27151876
74027,7D1B,1.24,1.271511604
74028,2DZA,1.9,1.27150893
74029,6LD0,1.9,1.271497359
74030,2C4I,1.95,1.271486539
74031,7E08,1.84,1.271482725
74032,6C4D,2.52,1.271478854
74033,8E7Q,1.9,1.271453029
74034,7OQ6,2,1.27144877
74035,6F35,1.9,1.27144435
74036,6NG2,1.93,1.271438447
74037,6QR4,1.52,1.271426339
74038,8F4Z,2.1,1.271424872
74039,4U0T,1.73,1.271419353
74040,6HJS,1.61,1.271407845
74041,4I4T,1.8,1.271405882
74042,4YZF,3.5,1.271397535
74043,7ORG,1.8,1.27139015
74044,4ZBN,2.45,1.271388571
74045,9CQG,2.47,1.271382364
74046,7SQB,2.6,1.271347134
74047,1HM5,1.8,1.271314928
74048,2FP8,2.3,1.271302381
74049,8TKM,2.8,1.271293321
74050,2DKK,1.97,1.271283505
74051,3ZFB,1.86,1.271249102
74052,3NJX,1.94,1.271247121
74053,5UR8,1.75,1.27120909
74054,1ODK,1.9,1.271182607
74055,3DJQ,1.53,1.271161761
74056,7LCZ,1.65,1.271161712
74057,4BO2,1.9,1.271152874
74058,4P4K,2.8,1.271121757
74059,2WN2,1.82,1.271117353
74060,5O72,1.91,1.271102098
74061,5LXF,2,1.271101849
74062,1WOS,1.84,1.271097255
74063,4RRL,1.97,1.271086796
74064,2VRP,2.41,1.271082209
74065,5ERD,2.9,1.271080602
74066,3HU2,2.85,1.271080367
74067,1XAW,1.45,1.271073635
74068,7GL9,1.94,1.271072914
74069,3LWI,2.3,1.27106648
74070,4BPK,1.76,1.271062412
74071,3C89,1.58,1.271058709
74072,2Y2C,1.8,1.271046088
74073,3I5O,1.5,1.271034777
74074,3EPZ,2.31,1.271034671
74075,1U94,1.9,1.27103072
74076,4RRC,1.86,1.271024856
74077,7PSG,1.91,1.271020803
74078,5JI1,2.25,1.271011355
74079,3O6P,1.65,1.271010959
74080,7P74,1.9,1.27100005
74081,1HR9,3.01,1.270976576
74082,9NGB,2.5,1.270970261
74083,7EIR,1.92,1.270967822
74084,3DLM,1.77,1.270966562
74085,3FOP,3,1.270962696
74086,3O16,2.1,1.270962322
74087,7L9E,2.29,1.27092991
74088,3W3W,2.2,1.270926057
74089,9FZ6,2.58,1.270897661
74090,4UBT,1.7,1.270888086
74091,8JR4,2.3,1.270876426
74092,8P9W,2.9,1.270861642
74093,6AC4,2.19,1.270858331
74094,7AP2,2.25,1.270855942
74095,7CU1,1.91,1.27084827
74096,7BK6,2.15,1.2708297
74097,6SX4,2.8,1.270818632
74098,1XWK,2.3,1.270812886
74099,5CCN,1.8,1.270782907
74100,5FL3,2.52,1.27076114
74101,6BSF,2.4,1.270730414
74102,9EMJ,1.79,1.27072817
74103,1YFO,2.25,1.270720451
74104,2WV0,2.4,1.270705364
74105,3IK9,2.2,1.270679605
74106,3AOT,2.2,1.270676731
74107,3GV1,2,1.270658325
74108,8IZI,2.1,1.270654733
74109,3FHM,2.7,1.270646514
74110,7NEC,1.95,1.270631663
74111,1D6H,2.15,1.27061663
74112,5ZFW,2.1,1.270611423
74113,8E8J,2.4,1.270594968
74114,5T46,1.53,1.270592459
74115,6S7J,2.2,1.270581462
74116,7E6A,1.96,1.270571851
74117,4OAT,1.2,1.270553922
74118,6GKX,1.5,1.270550775
74119,6H4C,2.52,1.270546319
74120,5M8Z,1.66,1.270538695
74121,6YLS,1.55,1.270537861
74122,4KPQ,2.5,1.270537794
74123,7VZQ,2.1,1.270536898
74124,2C5K,2.05,1.270529765
74125,6PH2,2.34,1.270508782
74126,4EGC,1.99,1.27049524
74127,8CXJ,3.05,1.270493845
74128,4UB1,2.34,1.270488677
74129,1OGB,1.85,1.270486208
74130,4W8E,1.79,1.270458808
74131,2GDQ,1.8,1.270458053
74132,6CW6,2.85,1.270454476
74133,1NV6,2.15,1.270451454
74134,7GF4,1.56,1.270446918
74135,3U7I,1.75,1.270445885
74136,3M3W,2.6,1.270443778
74137,7RFO,3.02,1.270434606
74138,5A9C,1.71,1.270398107
74139,5CEL,1.9,1.270394427
74140,7C2V,2.44,1.27039438
74141,7WXQ,2.03,1.270392077
74142,4IG4,2.4,1.270386873
74143,6J7W,2.6,1.270374891
74144,3PI4,3.17,1.270368087
74145,7XBR,3.2,1.27035803
74146,2O6I,2.55,1.270345368
74147,9EQL,1.51,1.270341676
74148,7WIK,1.87,1.270332485
74149,6V8Q,2.7,1.270325038
74150,6VAJ,1.42,1.270310348
74151,6K9C,2.41,1.270297146
74152,1UTD,2.1,1.270296708
74153,4WDE,2.4,1.270293832
74154,4FIU,2,1.270280381
74155,4MOI,1.9,1.270245328
74156,6S8S,2.21,1.270241257
74157,5DBI,2.2,1.270218392
74158,2V0K,2.3,1.270215167
74159,3ZE3,2.05,1.270206361
74160,6NWK,1.65,1.270205465
74161,6MU5,1.91,1.270203423
74162,5T6L,2.1,1.270196813
74163,6BXJ,2.09,1.270186543
74164,7ZUA,1.68,1.270165554
74165,3SQ4,2.23,1.270159489
74166,6HMU,1.2,1.270146798
74167,6QKY,2.54,1.270141472
74168,5GPA,2.05,1.270141215
74169,2DFU,2.2,1.270133873
74170,2JAH,1.8,1.270126023
74171,2YB6,1.5,1.270096922
74172,4UHY,3.2,1.270062757
74173,4CFS,1.94,1.270058397
74174,1SKW,2.3,1.270055163
74175,3A3T,2.1,1.27005246
74176,9D1Z,1.88,1.270040502
74177,7P82,2.04,1.270038445
74178,6GW2,2.05,1.27002809
74179,5YC7,2,1.270016873
74180,3FR0,2.7,1.270012975
74181,1XIL,1.53,1.269997409
74182,7NXO,1.71,1.269982027
74183,8Z30,2.3,1.269970521
74184,3EFA,2.42,1.269968686
74185,3A73,2.19,1.269961888
74186,6FBA,2,1.269960277
74187,2WT0,1.91,1.269956534
74188,8CO7,1.9,1.269947535
74189,4F5N,1.8,1.269946764
74190,5E9Y,1.65,1.269943348
74191,6F09,1.59,1.26994191
74192,6W9R,1.82,1.269929189
74193,6IEA,2,1.269920877
74194,5T1W,2.96,1.269913763
74195,6PH6,2.6,1.269901371
74196,6Z1J,2.1,1.26987269
74197,6YGG,1.85,1.269853875
74198,8EEG,2.15,1.269847519
74199,8EG6,1.82,1.269843607
74200,5SZQ,2.61,1.269829032
74201,7R7M,2,1.269819798
74202,6TH0,1.75,1.269819788
74203,5XLG,1.64,1.269819136
74204,6J7U,2.3,1.269816968
74205,7LVI,2.2,1.269797724
74206,1ZE3,1.84,1.269796603
74207,5SFP,2,1.269786169
74208,5VUN,1.75,1.269781995
74209,5HNR,2.83,1.269779925
74210,4J6H,1.6,1.269760092
74211,4CGS,1.3,1.269750284
74212,4ZNE,2.42,1.269747723
74213,8Q5K,2.8,1.269739627
74214,7EG5,1.96,1.269735145
74215,5EGN,2.64,1.269733867
74216,2XEZ,2.25,1.269715493
74217,1ZJP,1.59,1.269715263
74218,2IYU,1.85,1.269702704
74219,1TZS,2.35,1.269694751
74220,8RCA,1.66,1.26967355
74221,4A07,1.85,1.269661549
74222,6DFY,2.62,1.269660634
74223,3S4O,2.3,1.269655043
74224,5J4L,1.13,1.269649658
74225,7AYB,1.85,1.26963533
74226,1FOB,1.8,1.269629639
74227,6BGP,2.75,1.269614703
74228,8R7M,1,1.269594964
74229,6Y77,1.49,1.269578147
74230,5TPT,2.42,1.269577495
74231,6S23,2.38,1.269576719
74232,7AC9,1.39,1.26956259
74233,4X3S,1.6,1.269557462
74234,5JO4,2.53,1.269527939
74235,4JDP,1.76,1.269511989
74236,1HM0,2.3,1.269502063
74237,2HAG,2.75,1.269488656
74238,5F3Q,2.1,1.269480899
74239,6KMM,1.93,1.269471671
74240,3LCY,2.5,1.269454677
74241,4J7C,3.5,1.269450492
74242,7D4R,1.6,1.269446708
74243,5N0O,1.44,1.2694465
74244,5WXV,2.3,1.269430917
74245,7TI1,2,1.269424647
74246,7Y39,1.88,1.269420284
74247,8PUM,2.6,1.269414912
74248,4EWT,2.1,1.269408829
74249,3M06,2.67,1.269394589
74250,6VHI,2.46,1.269383901
74251,4MW2,2.3,1.269358329
74252,1SO5,1.8,1.269351439
74253,2BIU,1.71,1.269346829
74254,5H92,2.08,1.26934233
74255,5NDY,1.95,1.269332095
74256,3U1X,1.7,1.269318083
74257,5NQS,2.61,1.269314834
74258,8Z8M,2.59,1.269314611
74259,5CIT,1.75,1.269279371
74260,3UGB,2.35,1.269272759
74261,6C6Y,3.32,1.269263143
74262,5MMF,1.99,1.269239739
74263,5XS6,0.97,1.269238987
74264,3GD6,1.6,1.269222433
74265,5HGT,1.75,1.269201399
74266,6H00,1.66,1.269188962
74267,5LAL,1.4,1.269188016
74268,6LH4,2,1.269150521
74269,3BAO,1.55,1.269142261
74270,9L3T,2.36,1.269142197
74271,4HBJ,2.74,1.269127721
74272,2R0W,2.5,1.269109433
74273,7B0X,1.7,1.269105492
74274,7OME,1.5,1.269101117
74275,6QWV,2.47,1.269095892
74276,4PHI,1.81,1.269092987
74277,6RUA,2.75,1.269090597
74278,6B5K,1.6,1.269081743
74279,5OK8,1.87,1.269067266
74280,6U00,1.98,1.269016627
74281,4U41,2.2,1.269009736
74282,3I5Q,2.2,1.269004818
74283,4NWY,2,1.268998218
74284,5SI7,2.1,1.268987066
74285,5E9M,1.78,1.268979644
74286,3IUZ,1.9,1.268975941
74287,2R80,1.44,1.268974826
74288,5SHF,2.28,1.268971052
74289,5BNB,2.49,1.268962146
74290,1PZU,3.1,1.268959349
74291,3CUC,2.71,1.268956121
74292,7M4D,1.82,1.268951108
74293,2ZSJ,1.8,1.268943579
74294,4LAM,2.1,1.268936687
74295,5SWR,3.31,1.268935411
74296,1GD8,2.3,1.268924531
74297,4D49,2.09,1.268912183
74298,8A7L,1.85,1.268896232
74299,7OET,1.41,1.268873067
74300,6G8R,2.74,1.268838475
74301,1S3K,1.9,1.26883525
74302,1Y8C,2.5,1.268817584
74303,2VON,2.1,1.268799179
74304,8AVP,2.87,1.268756212
74305,1Q7Z,1.7,1.268733247
74306,5ZNK,2.07,1.268712984
74307,1BIS,1.95,1.268689433
74308,5DTP,1.91,1.268660725
74309,3SYA,2.98,1.268647395
74310,7Q2G,2,1.268641157
74311,2OR0,2.1,1.268612356
74312,6X1C,2.9,1.268607973
74313,4C79,2.6,1.268606076
74314,2YYB,2.6,1.268603951
74315,6RCD,1.98,1.268575015
74316,8FM1,3.16,1.268573634
74317,6RMO,2.6,1.268562862
74318,1ITC,2.1,1.268549
74319,6PA5,2,1.268529283
74320,9H6E,2.87,1.268520179
74321,6CZV,1.88,1.268511058
74322,4HSQ,1.87,1.268505959
74323,6HU0,1.75,1.268505275
74324,2UXU,2.3,1.268492173
74325,6BTQ,1.75,1.268476196
74326,6JBZ,2.6,1.268461307
74327,5LYQ,2.17,1.268451575
74328,4Q10,2.7,1.268440544
74329,7OZM,2.15,1.268437388
74330,2G07,2.3,1.268431674
74331,6PMU,2.1,1.268430983
74332,5A10,1.42,1.268422269
74333,2IWT,2.3,1.26842121
74334,4PNI,1.85,1.2684114
74335,1EC5,2.5,1.268397767
74336,7M5N,3.11,1.268383316
74337,3TPT,2.25,1.268352061
74338,4F85,2.2,1.268346982
74339,1MC1,2.16,1.268344784
74340,5KA7,2.06,1.26833158
74341,6RG1,1.7,1.268319633
74342,6LZ4,2.49,1.26831187
74343,7JN9,2.4,1.268295355
74344,6VLG,2.5,1.268294707
74345,6IPP,2.7,1.268285057
74346,4Y9Z,2.8,1.268251918
74347,6RZQ,1.81,1.268245967
74348,7Z5R,2.5,1.268234785
74349,3A4N,2.5,1.268232144
74350,3JPX,2.05,1.268223153
74351,3WAW,1.95,1.268216494
74352,1EQ6,1.9,1.268214857
74353,2A90,2.15,1.268207537
74354,4PBD,1.68,1.268206116
74355,8BYC,1.6,1.268206084
74356,4B3U,1.8,1.268185762
74357,7KWN,2.24,1.268185514
74358,6D9Q,2.06,1.268178238
74359,4DAU,2,1.268175432
74360,4C9K,2.18,1.268166233
74361,7WKQ,2.89,1.268138037
74362,4M01,2.1,1.268115898
74363,8XR4,1.94,1.268112482
74364,5Y2W,2.2,1.268111074
74365,5ED0,2.1,1.268049261
74366,5CTP,2.03,1.268046533
74367,4CM3,1.95,1.268038371
74368,7DDT,2.9,1.268035905
74369,5W0U,2.9,1.268034582
74370,3I7Q,2,1.268021098
74371,5KIV,1.75,1.268019626
74372,7AGT,2.9,1.268015097
74373,6RW1,1.7,1.267984027
74374,6IAZ,1.9,1.267983943
74375,7XP3,3.25,1.267975544
74376,5N02,1.9,1.26795714
74377,7TWL,1.86,1.267956789
74378,5Z8T,2.33,1.267951975
74379,2Z77,2.03,1.267946436
74380,4K69,1.5,1.267945515
74381,2VM6,2.2,1.267938952
74382,2X3D,2.7,1.267938311
74383,1QXP,2.8,1.267933197
74384,9EJH,2.45,1.267919291
74385,3FSB,1.95,1.26786689
74386,2OC4,2.59,1.267861873
74387,5D8J,3,1.267850934
74388,1QSJ,1.9,1.267809174
74389,6T0Q,2.05,1.267805602
74390,2Q67,2.3,1.267785252
74391,4LJ9,1.7,1.267751533
74392,2GIY,1.78,1.267748935
74393,4Q5N,2.55,1.267737629
74394,4QNV,2.64,1.267720592
74395,8F9P,1.55,1.267720563
74396,5CPY,1.93,1.2677203
74397,3F68,1.75,1.267714484
74398,3HNB,1.15,1.26769261
74399,3RSS,1.95,1.267692489
74400,3KG8,2.45,1.267686206
74401,1NMY,1.6,1.267673896
74402,7OGS,2.37,1.267636376
74403,3ZSC,1.94,1.267606592
74404,4P3P,2.1,1.267604616
74405,7DIF,1.75,1.267601628
74406,8DYF,2.02,1.267575227
74407,5JYX,2.74,1.267552688
74408,4YQM,2.38,1.267549819
74409,1ZJO,1.64,1.267547901
74410,3CVF,2.9,1.267545885
74411,6DEN,1.81,1.267528495
74412,6I16,2,1.267526252
74413,8H6P,2.44,1.267523107
74414,7RVO,1.8,1.267507784
74415,4JXC,1.5,1.26750509
74416,4LHD,1.8,1.267491536
74417,8S6O,2.4,1.267474968
74418,3ETW,2,1.267474321
74419,4OFT,2.6,1.267472974
74420,2WNY,1.95,1.267471314
74421,1V1R,1.8,1.267434304
74422,7KM8,1.55,1.267431839
74423,7S40,1.8,1.267369719
74424,4J1Y,2.66,1.267366513
74425,5US4,1.83,1.267365204
74426,4C6B,1.66,1.267359978
74427,4L1R,3.03,1.267355835
74428,3MY5,2.1,1.267346447
74429,5N0L,1.68,1.267330385
74430,3S0F,2.03,1.267328771
74431,9EMI,2.27,1.267325906
74432,2H0Y,1.7,1.267317489
74433,5BXP,1.7,1.267302408
74434,2XNK,2.6,1.267297609
74435,9EWO,3,1.26729074
74436,1N77,2.4,1.267269417
74437,2FAU,2.1,1.267259747
74438,6K68,3.2,1.267250256
74439,5YYP,1.01,1.267249125
74440,7BAL,1.85,1.267244106
74441,7CUO,2,1.267238327
74442,5L8P,1.29,1.267232341
74443,6VFZ,1.99,1.267220624
74444,1XNV,2.3,1.267213626
74445,6ZQX,1.84,1.267204794
74446,2HCV,2,1.267203238
74447,4GMM,1.74,1.267201299
74448,4HGQ,2.28,1.267196827
74449,6LKA,2.03,1.26718978
74450,4RJJ,2.34,1.267168359
74451,1EXX,1.67,1.267168185
74452,5W0O,2.49,1.267161784
74453,3EFR,2.55,1.267145905
74454,8E5M,1.84,1.267142279
74455,1EXC,2.7,1.267135984
74456,5C3L,2.9,1.267124747
74457,5FCR,1.25,1.267121026
74458,2PYF,2.2,1.267120722
74459,3PEB,1.86,1.267105634
74460,4Q4N,1.38,1.267104875
74461,7YQB,1.7,1.267099894
74462,3D41,2.2,1.26709692
74463,2W8N,2,1.267083945
74464,6UBD,1.25,1.267064662
74465,7Z4X,2.05,1.26706052
74466,2QYJ,2.05,1.267051906
74467,6BUN,1.78,1.267049887
74468,5MQ1,1.5,1.267047778
74469,3ZCG,1.49,1.267040732
74470,3EV4,1.93,1.267018988
74471,7HGY,1.61,1.267003506
74472,5DOT,2.4,1.266992596
74473,6Z3C,1.74,1.266990234
74474,5UGH,2.06,1.266979857
74475,2RCS,2.1,1.266972605
74476,6KJB,2.06,1.266970143
74477,7EM2,2.6,1.266953741
74478,4KDI,1.86,1.266953505
74479,5KD0,2.82,1.266916177
74480,4IS4,2.35,1.266909914
74481,6O0R,1.8,1.266902525
74482,7Z1R,1.6,1.266885858
74483,6EKO,2.28,1.266881129
74484,3SY7,2.15,1.266880601
74485,3AUK,1.66,1.266872381
74486,7NWS,1.2,1.266864589
74487,7L1H,1.5,1.266853704
74488,6D46,2,1.266852565
74489,1OG4,2.6,1.266846844
74490,7F3Y,2.25,1.266845595
74491,4MPA,1.1,1.266833452
74492,3TQG,2.3,1.266832398
74493,5H9Y,1.97,1.266830351
74494,5T5S,2.2,1.266825764
74495,6EH3,1.95,1.266803004
74496,7TC4,1.94,1.266776058
74497,7DIU,1.88,1.266759861
74498,3F9T,2.11,1.266731895
74499,3AUT,2,1.266728066
74500,7JWN,2.6,1.266718951
74501,7L5E,1.94,1.266687542
74502,6HH9,2.4,1.266676924
74503,3R47,2.5,1.266673724
74504,2CAN,2.3,1.266667542
74505,6MF4,1.8,1.26666422
74506,7RYM,3.2,1.266635586
74507,4B0M,1.8,1.266628128
74508,3R1K,1.95,1.266607688
74509,2VV7,1.81,1.266596808
74510,2UVL,1.91,1.2665958
74511,5KJC,1.2,1.266594773
74512,3NMV,2.1,1.266593734
74513,7NRB,1.9,1.26658831
74514,7L4N,2.25,1.266577009
74515,2AV4,1.73,1.26656226
74516,4NO2,2,1.266552965
74517,3MNF,2.97,1.266548168
74518,3S4T,1.9,1.26654521
74519,2Y96,2.38,1.266539502
74520,7A18,3.4,1.266536613
74521,2X3B,2.28,1.266535539
74522,7WDO,2.21,1.266516848
74523,7WC5,3.2,1.266510309
74524,7DTJ,2.4,1.266502826
74525,7SKS,2.54,1.266496843
74526,4WFQ,2.4,1.266493266
74527,3RLY,1.51,1.266479901
74528,8GUH,1.65,1.266475554
74529,7RNB,1.75,1.266468481
74530,7D6F,3,1.266468323
74531,2I3D,1.5,1.266463423
74532,7LK3,1.9,1.26646234
74533,4CT9,2.14,1.266457485
74534,3DI3,2.9,1.26645474
74535,2WQO,2.17,1.266454202
74536,1GUI,1.9,1.266446647
74537,4UIE,3.1,1.266424808
74538,3P3P,2.6,1.26641233
74539,2FR7,2.01,1.266387238
74540,2PRS,1.7,1.266375866
74541,7K3O,1.7,1.266365582
74542,4ZSK,1.85,1.266356895
74543,8C0R,1.56,1.266354941
74544,3FSN,2.14,1.266342303
74545,7QXR,2.05,1.266338383
74546,6W2Z,1.5,1.266333354
74547,3MJQ,2.6,1.266324571
74548,6H94,1.49,1.266316633
74549,4IKV,1.9,1.266313422
74550,1X7N,1.89,1.266312171
74551,4AYM,3,1.266276932
74552,6NEE,1.9,1.266244713
74553,8S96,1.68,1.266244157
74554,1SUM,2,1.266233709
74555,1LLU,2.3,1.266229118
74556,8RWM,1.64,1.266228351
74557,5CSN,2.95,1.266216593
74558,5WX7,1.9,1.266215254
74559,5ZC5,1.9,1.266196684
74560,4PL5,3.4,1.266190664
74561,5U93,2,1.2661831
74562,5OMW,2.6,1.266177261
74563,5OBV,2.49,1.266172579
74564,2DEO,3,1.266160939
74565,5JG4,2.4,1.266158971
74566,8I63,1.95,1.266157871
74567,6S11,2.44,1.266136975
74568,4PYZ,2.84,1.266133642
74569,6Q91,2.4,1.266127129
74570,6F1F,1.72,1.266116367
74571,4U1Z,1.94,1.26608484
74572,9DRU,2.75,1.266079809
74573,3SQ1,1.82,1.266074549
74574,2XAM,2.2,1.266048082
74575,4O9D,2,1.266044707
74576,7RNM,1.9,1.266020181
74577,6GNX,2.9,1.266018639
74578,7EBX,2.89,1.265987472
74579,4NVL,1.43,1.265987457
74580,3QTV,1.63,1.265980837
74581,5LGD,2.07,1.26595259
74582,7EEE,1.66,1.265921523
74583,4NY8,2.25,1.265912881
74584,3S8K,1.7,1.265901534
74585,5BWT,2.2,1.265880287
74586,4LL5,2,1.265863444
74587,1X2W,2.29,1.265862552
74588,5E4Q,2.82,1.265861107
74589,5Y2U,1.98,1.265836097
74590,4D2M,2.1,1.265802159
74591,3GKW,2.5,1.265789534
74592,1UMB,2.1,1.265784161
74593,3FQL,1.8,1.265776959
74594,4G3G,2.5,1.265759906
74595,8W1E,2.9,1.265723067
74596,4O1A,1.87,1.265714771
74597,6WTA,1.67,1.265704138
74598,6YHG,1.33,1.265689693
